Year,Geography,Immig.,Dur. of unempl,Age group,Both sexes, Males, Females
2013,Ontario,      Recent immigrants 5+ years,Average weeks unemployed (top-code = 99 weeks),25-44 years,0.0,0.0,0.0
2013,Ontario,      Recent immigrants 5+ years,Average weeks unemployed (top-code = 99 weeks),45 years and over,0.0,0.0,0.0
2013,Ontario,      Recent immigrants 5+ years,Average weeks unemployed (top-code = 99 weeks),25-54 years,0.0,0.0,0.0
2013,Ontario,      Recent immigrants 5+ years,Average weeks unemployed (top-code = 99 weeks),55 years and over,0.0,0.0,0.0
2013,Ontario,      Recent immigrants 5+ years,Average weeks unemployed (top-code = 99 weeks),55-64 years,0.0,0.0,0.0
2013,Ontario,      Recent immigrants 5+ years,Average weeks unemployed (top-code = 99 weeks),65 years and over,0.0,0.0,0.0
2013,Ontario,      Recent immigrants 5+ years,Average weeks unemployed (top-code = 99 weeks),15-29 years,0.0,0.0,0.0
2013,Ontario,      Recent immigrants 5+ years,Average weeks unemployed (top-code = 99 weeks),25-64 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,15 years and over,33.6,15.9,17.7
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,15-24 years ,8.1,4.1,4.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,25 years and over,25.5,11.8,13.7
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,25-44 years,17.1,6.5,10.6
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,45 years and over,8.4,5.3,3.1
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,25-54 years,22.3,9.5,12.7
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,55 years and over,3.3,2.3,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,55-64 years,2.5,1.6,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,65 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,15-29 years,12.0,5.9,6.2
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,25-64 years,24.7,11.2,13.6
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,15 years and over,9.7,4.4,5.4
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,15-24 years ,3.1,0.0,1.8
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,25 years and over,6.6,3.1,3.5
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,25-44 years,4.4,1.9,2.5
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,45 years and over,2.2,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,25-54 years,6.0,2.7,3.3
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,55 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,55-64 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,65 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,15-29 years,4.4,2.1,2.3
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,25-64 years,6.5,2.9,3.5
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,15 years and over,9.8,3.9,5.9
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,15-24 years ,2.5,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,25 years and over,7.3,2.8,4.5
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,25-44 years,5.3,1.6,3.8
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,45 years and over,2.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,25-54 years,6.5,2.3,4.2
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,55 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,55-64 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,65 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,15-29 years,3.5,0.0,2.1
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,25-64 years,6.9,2.6,4.4
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,15 years and over,5.0,3.1,1.9
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,15-24 years ,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,25 years and over,3.8,2.3,1.5
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,25-44 years,2.5,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,45 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,25-54 years,3.4,2.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,55 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,55-64 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,65 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,15-29 years,1.9,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,25-64 years,3.8,2.3,1.5
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,15 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,15-24 years ,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,25 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,25-44 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,45 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,25-54 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,55 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,55-64 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,65 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,15-29 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,25-64 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,15 years and over,7.9,4.0,3.9
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,15-24 years ,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,25 years and over,6.9,3.3,3.6
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,25-44 years,4.3,1.6,2.7
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,45 years and over,2.6,1.7,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,25-54 years,5.7,2.4,3.3
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,55 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,55-64 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,65 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,15-29 years,2.1,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,25-64 years,6.6,3.0,3.6
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,15 years and over,3.1,1.7,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,15-24 years ,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,25 years and over,2.7,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,25-44 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,45 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,25-54 years,1.9,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,55 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,55-64 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,65 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,15-29 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,25-64 years,2.6,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,15 years and over,2.1,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,15-24 years ,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,25 years and over,1.7,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,25-44 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,45 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,25-54 years,1.7,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,55 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,55-64 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,65 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,15-29 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,25-64 years,1.7,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,15 years and over,2.7,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,15-24 years ,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,25 years and over,2.5,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,25-44 years,1.6,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,45 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,25-54 years,2.1,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,55 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,55-64 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,65 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,15-29 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,25-64 years,2.3,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,15 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,15-24 years ,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,25 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,25-44 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,45 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,25-54 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,55 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,55-64 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,65 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,15-29 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,25-64 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),15 years and over,22.2,24.2,20.3
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),15-24 years ,13.6,17.1,10.2
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),25 years and over,24.8,26.6,23.3
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),25-44 years,24.3,25.2,23.8
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),45 years and over,25.7,28.4,21.9
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),25-54 years,24.8,26.3,23.6
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),55 years and over,24.4,27.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),55-64 years,22.5,24.6,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),65 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),15-29 years,16.2,16.8,15.4
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),25-64 years,24.6,26.0,23.4
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),15 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),15-24 years ,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),25 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),25-44 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),45 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),25-54 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),55 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),55-64 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),65 years and over,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),15-29 years,0.0,0.0,0.0
2013,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),25-64 years,0.0,0.0,0.0
2013,Ontario,"          Established immigrants, 10+ years",Total unemployed,15 years and over,111.8,60.2,51.6
2013,Ontario,"          Established immigrants, 10+ years",Total unemployed,15-24 years ,14.5,8.5,6.1
2013,Ontario,"          Established immigrants, 10+ years",Total unemployed,25 years and over,97.3,51.8,45.5
2013,Ontario,"          Established immigrants, 10+ years",Total unemployed,25-44 years,41.8,22.8,19.0
2013,Ontario,"          Established immigrants, 10+ years",Total unemployed,45 years and over,55.5,29.0,26.5
2013,Ontario,"          Established immigrants, 10+ years",Total unemployed,25-54 years,70.7,36.8,33.9
2013,Ontario,"          Established immigrants, 10+ years",Total unemployed,55 years and over,26.6,15.0,11.6
2013,Ontario,"          Established immigrants, 10+ years",Total unemployed,55-64 years,23.6,12.9,10.7
2013,Ontario,"          Established immigrants, 10+ years",Total unemployed,65 years and over,3.0,2.1,0.0
2013,Ontario,"          Established immigrants, 10+ years",Total unemployed,15-29 years,24.0,14.2,9.7
2013,Ontario,"          Established immigrants, 10+ years",Total unemployed,25-64 years,94.3,49.7,44.6
2013,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,15 years and over,32.8,16.3,16.5
2013,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,15-24 years ,6.4,3.8,2.7
2013,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,25 years and over,26.3,12.5,13.8
2013,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,25-44 years,11.3,5.0,6.3
2013,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,45 years and over,15.0,7.5,7.5
2013,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,25-54 years,18.9,8.3,10.6
2013,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,55 years and over,7.5,4.2,3.3
2013,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,55-64 years,6.5,3.5,3.0
2013,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,65 years and over,0.0,0.0,0.0
2013,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,15-29 years,9.1,4.9,4.2
2013,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,25-64 years,25.4,11.8,13.6
2013,Ontario,"          Established immigrants, 10+ years",   5 - 13 weeks,15 years and over,25.1,14.1,11.0
2013,Ontario,"          Established immigrants, 10+ years",   5 - 13 weeks,15-24 years ,3.7,2.4,0.0
2013,Ontario,"          Established immigrants, 10+ years",   5 - 13 weeks,25 years and over,21.4,11.7,9.6
2013,Ontario,"          Established immigrants, 10+ years",   5 - 13 weeks,25-44 years,10.5,5.9,4.6
2013,Ontario,"          Established immigrants, 10+ years",   5 - 13 weeks,45 years and over,10.9,5.8,5.1
